区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
辽宁·丹东·宽甸县,虎山长城,618081245,文化古迹,4A景区,热度 0.76,辽宁省丹东市宽甸县虎山乡的虎山南麓,虎山状如卧虎，地势险要，为关隘重地,"124.528379,40.232817"
四川·成都·安仁古镇,刘氏庄园,3844377584,文化古迹,4A景区,热度 0.7,四川省成都市大邑县安仁镇金桂街15号,川西民俗传统文化大观园：建筑、馆藏、泥塑,"103.634052,30.510959"
宁夏·银川·贺兰县,贺兰山岩画,3791448389,文化古迹,4A景区,热度 0.9,宁夏回族自治区银川市贺兰县贺兰山东麓贺兰口,刻在岩石上的金戈铁马,"106.032253,38.742232"
浙江·嘉兴·嘉善县,西塘古镇,3942761498,文化古迹,5A景区,热度 0.8400000000000001,浙江省嘉兴市嘉善县西塘镇,水墨西塘让你感受古镇千年的诗情画意,"120.89521,30.945875"
江苏·苏州·金阊区,七里山塘,2086978906,文化古迹,4A景区,热度 0.74,江苏省苏州市金阊区广济路218号,弯月般的石桥，白墙灰瓦的古宅,"120.609739,31.322922"
海南·海口·琼山区,五公祠,2355646272,文化古迹,3A景区,热度 0.78,海南省海口市琼山区流芳路2号,品味海南历史文化及中国书法之美,"110.367468,20.012936"
广西·柳州·三江县,程阳八寨景区,2247288538,文化古迹,4A景区,热度 0.7,广西省柳州市三江侗族自治县林溪乡程阳八寨,别具一格的建筑技艺和雄伟风姿而闻名于世,"109.647018,25.901019"
北京·北京·怀柔区,黄花城水长城,2897325591,文化古迹,3A景区,热度 0.7,北京市怀柔区九渡河镇西水峪,蛟龙千寻戏碧水，探古觅幽有奇观,"116.31954,40.417497"
河南·开封·龙亭区,龙亭公园,79109322,文化古迹,4A景区,热度 0.86,河南省开封市龙亭区宋都御街北街,开封揽胜必游龙亭，中外游客向往之地,"114.359797,34.814381"
北京·北京·西城区,什刹海,2532223338,文化古迹,4A景区,热度 0.78,北京市西城区羊房胡同,老北京的温柔乡，北京签到地,"116.390595,39.949373"
河南·洛阳·洛龙区,关林庙,3804939514,文化古迹,4A景区,热度 0.8,河南省洛阳市洛龙区关林南路2号,“林、庙、”合祀的古代经典建筑,"112.490039,34.613008"
浙江·台州·临海市,台州府城文化旅游区（江南长城）,3531990747,文化古迹,4A景区,热度 0.74,浙江省台州市临海市北山路江南长城景区,感受“江南”水乡，远眺古北口长城,"121.129629,28.857008"
江西·上饶·婺源县,婺源风景区,456786705,文化古迹,5A景区,热度 1.0,江西省上饶市婺源县文公北路,中国绝美乡村，开始你的文艺之旅,"117.861924,29.247904"
广东·东莞·东莞市,东莞观音山旅游风景区,423322352,文化古迹,4A景区,热度 0.76,广东省东莞市樟木头镇石新区笔架山大道1号,南天圣地，百粤秘境,"114.103413,22.911516"
四川·成都·双流区,黄龙溪古镇,4184629452,文化古迹,4A景区,热度 0.7,四川省成都市双流县黄龙镇皇金路78号,十大水乡古镇之一,"103.977315,30.324457"
山东·滨州·惠民县,魏集古村落,1479339949,文化古迹,,热度 0.0,山东省滨州市惠民县魏集镇,厚重的文化资源，丰富的民间原生态文化,"117.764764,37.303931"
江西·萍乡·芦溪县,武功山,943865565,自然风光,5A景区,热度 1.0,江西省萍乡市芦溪县,高山草甸，初见惊艳，再见依然！,"114.162743,27.471336"
广东·清远·清新区,古龙峡古龙九瀑,1294497225,自然风光,4A景区,热度 0.0,广东省清远市清新区三坑滩,佳木葱茏、竹海清幽、湖瀑川连,"112.95541,23.77049"
重庆·重庆·武隆县,武隆天坑地缝国家地质公园,669575040,自然风光,5A景区,热度 0.0,重庆市武隆县银杏大道武隆喀斯特旅游区,反映地球演化历史的杰出范例,"107.773314,29.423324"
安徽·芜湖·南陵县,马仁奇峰,3821817759,自然风光,4A景区,热度 0.76,安徽省芜湖市繁昌铜陵南陵三县交界处,体验式旅游精品景区,"118.174791,30.978893"
四川·乐山·峨眉山市,峨眉山,69638736,自然风光,5A景区,热度 1.0,四川省乐山峨眉山市峨眉山风景名胜区,云上金顶，天下峨眉,"103.342036,29.522835"
甘肃·张掖·临泽县,张掖七彩丹霞旅游景区,1780470082,自然风光,4A景区,热度 0.0,甘肃省张掖市临泽县倪家营南台子村,来中国秀美的七大丹霞赏彩色丹霞,"100.042244,38.970483"
广东·清远·清城区,黄腾峡天门悬廊,106063323,自然风光,,热度 0.0,广东省清远市清城区东城街石板村,刺激、美好、难忘的旅游时光,"113.10067,23.768007"
陕西·渭南·华阴市,华山景区,3677297610,自然风光,5A景区,热度 1.0,陕西省渭南市华阴市境内,只有天在上，更无山与齐,"110.088712,34.532247"
四川·成都·都江堰市,青城山,2833668773,自然风光,5A景区,热度 0.96,四川省成都市都江堰市青城山路,青城山下白素贞，洞中千年修此身,"103.578829,30.903727"
安徽·黄山·黄山区,黄山风景区,3346106506,自然风光,5A景区,热度 1.0,安徽省黄山市黄山区黄山风景区,五岳归来不看山，黄山归来不看岳,"118.193977,30.097967"
北京·北京·平谷区,京东石林峡,3164178740,自然风光,4A景区,热度 0.7,北京市平谷区黄松峪乡雕窝村73号,谷内山峰挺立峭拔，天上美景落人间,"117.254089,40.266748"
湖南·张家界·永定区,天门山国家森林公园,3438058182,自然风光,5A景区,热度 0.82,湖南省张家界市永定区天门山索道站,穿越云霄的旅行,"110.482089,29.072408"
湖南·张家界·天子山,天子山索道,1342103118,自然风光,,热度 0.0,张家界市武陵源景区天子山,天子山索道是单线循环式脱挂抱索器客运索道,"110.517175,29.381874"
湖南·张家界·武陵源区,张家界国家森林公园,852581432,自然风光,5A景区,热度 0.9400000000000001,湖南省张家界市武陵源区,三千奇峰，八百秀水,"110.459244,29.336908"
海南·三亚·崖州区,南山文化旅游区,3982940253,自然风光,5A景区,热度 0.76,海南省三亚市崖城镇南山村,108米的海上三面观音，三亚不容错过之旅,"109.208867,18.296388"
江西·宜春·袁州区,明月山,736564328,自然风光,5A景区,热度 1.0,江西省宜春市袁州区温汤镇,嫦娥的故乡，传说是当年嫦娥奔月的地方,"114.299102,27.60543"
辽宁·盘锦·大洼县,红海滩国家风景廊道,81777213,自然风光,,热度 0.0,辽宁省盘锦市大洼区赵圈河镇红海滩国家风景廊道,中国十大魅力湿地之首，自驾游的好去处,"121.852044,40.90826"
湖南·郴州·资兴市,东江湖,263431394,自然风光,5A景区,热度 0.86,湖南省郴州资兴市x203,急流险滩，龙景峡谷,"113.272037,25.939429"
贵州·黔南·荔波樟江,小七孔景区,2617591521,自然风光,,热度 0.7,贵州省黔南州荔波县,山、水、林、洞、湖、瀑为一体的原始奇景,"107.723691,25.262515"
山东·济南·历城区,九如山风景区,4094892511,自然风光,4A景区,热度 0.7,山东省济南市历城区西营镇葫芦峪村,生态观光，休闲娱乐，游憩度假为一体,"117.305247,36.493204"
江西·上饶·婺源县,婺源篁岭,2871359243,自然风光,4A景区,热度 0.0,江西省上饶市婺源县江湾镇篁岭村,自游行的绝佳选择,"118.127595,29.339174"
江西·鹰潭,龙虎山,3661090256,自然风光,5A景区,热度 0.7,江西省鹰潭市西南20公里处贵溪市境内,神秘的古越族文明，体验绝美的自然风光,"116.999461,28.090447"
江苏·苏州·金阊区,虎丘,1798026130,自然风光,5A景区,热度 0.8,江苏省苏州市金阊区山塘街虎丘山门内8号,苏东坡说到苏州不游虎丘乃憾事也,"120.587069,31.341637"
四川·广元·剑阁县,剑门关,3560776735,自然风光,5A景区,热度 1.0,四川省广元市剑阁县河东街64号,自然风光雄、奇、幽、秀,"105.573795,32.211505"
福建·厦门·思明区,鼓浪屿,1708816601,自然风光,5A景区,热度 0.9800000000000001,福建省厦门市思明区鼓浪屿,琴之岛，乐之屿,"118.073486,24.452261"
海南·三亚·天涯区,天涯海角,2036617750,自然风光,4A景区,热度 0.9,海南省三亚市沿海滨西行26公里天涯镇马岭山麓,天之涯海之角，爱就陪Ta到天涯海角,"109.36116,18.298477"
北京·北京·平谷区,平谷桃花海,358193740,自然风光,,热度 0.0,北京市平谷区挂甲峪村,京城四月，桃花纷飞,"117.112251,40.272483"
宁夏·中卫·沙坡头区,沙坡头旅游区,2342504454,自然风光,5A景区,热度 1.0,宁夏回族自治区中卫市沙坡头区迎水桥镇,欧亚大通道，古丝绸之路的必经之地,"105.010609,37.47778"
江西·南昌·湾里区,梅岭景区,705638425,自然风光,,热度 0.0,江西省南昌市西郊30公里处,拥有“翠、幽、俊、奇”的绝美景观,"115.745284,28.803352"
广西·崇左·大新县,德天跨国瀑布,760518265,自然风光,5A景区,热度 1.0,广西壮族自治区崇左市大新县硕龙镇陇宏村德天跨国瀑布景区,天然跨国瀑布，中国六大著名瀑布之一,"106.73464,22.858947"
贵州·安顺·黄果树风景名胜区,黄果树瀑布,582263979,自然风光,5A景区,热度 1.0,贵州省安顺镇宁布依族苗族自治县黄果树瀑布,是世界著名大瀑布之一,"105.67645,25.994852"
辽宁·本溪·本溪县,本溪水洞,3998656882,自然风光,5A景区,热度 1.0,辽宁省本溪市本溪满族自治县谢家崴子村,石奇，松秀，大气磅礴的“北国小黄山”,"124.090355,41.308561"
江西·景德镇·昌江区,古窑景区,1611191641,自然风光,5A景区,热度 0.0,江西省景德镇市昌江区瓷都大道古窑路1号,探索中国千年陶瓷文化的脉络,"117.190701,29.28948"
湖南·岳阳·平江县,玻璃桥景区石牛寨,1915618311,自然风光,,热度 0.0,湖南省岳阳市平江县大坪乡,由怪石、奇峰、石洞组成的丹霞石的世界,"113.999367,28.915724"
海南·三亚·海棠区,蜈支洲岛,2298325421,自然风光,5A景区,热度 0.86,海南省三亚市林旺镇海棠湾蜈支洲岛,私人订制主取景地,"109.770938,18.319925"
四川·甘孜州·康定市,康定情歌木格措风景区,2388637899,自然风光,4A景区,热度 0.0,四川省甘孜州康定县雅拉乡王母村,童话里的木格措，享受大小金川自然风景,"101.907249,30.195329"
山东·威海·环翠区,刘公岛,584168263,自然风光,5A景区,热度 1.0,山东省威海市海滨北路101-2号,北洋水师的诞生地，甲午战争的古战场,"122.147601,37.499885"
广东·清远·英西峰林,洞天仙境,274697750,自然风光,,热度 0.0,广东省清远英德市九龙镇英西峰林景区内,在九龙，观洞天仙境，九龙在渊，福地洞天,"112.906583,24.158095"
河南·焦作·修武县,云台山,1841319965,自然风光,5A景区,热度 1.0,河南省焦作市修武县修武正北30公里方庄（靠近233省道）,山水圣地，地质奇观，门票3天有效,"113.433752,35.426392"
湖北·宜昌·夷陵区,三峡人家,2187219280,自然风光,5A景区,热度 0.78,湖北省宜昌市夷陵区西陵峡内,三峡风光，巴风楚韵,"111.170932,30.805222"
贵州·铜仁·江口,亚木沟,3509030266,自然风光,,热度 0.0,贵州省铜仁地区江口县,探险、觅奇、寻幽及休闲养生的绝佳之地,"108.745863,27.789301"
江苏·扬州·邗江区,瘦西湖,328136322,自然风光,5A景区,热度 1.0,江苏省扬州市维扬区长春路118号,湖上园林的典型代表,"119.430517,32.419989"
河北·秦皇岛·山海关区,山海关角山景区,495870794,自然风光,4A景区,热度 0.72,河北省秦皇岛市山海关古城北3公里处,山体巨大嵯峨，恰似龙角，环境清幽,"119.744756,40.044655"
陕西·延安·宜川县,壶口瀑布（陕西）,2571648404,自然风光,4A景区,热度 1.0,陕西省延安市宜川县壶口乡,有”千里黄河一壶收”的气概,"110.455575,36.151234"
贵州·铜仁·铜仁市,梵净山,3915269116,自然风光,5A景区,热度 1.0,中国贵州铜仁地区江口县梵净山,独一无二，惊世骇俗,"108.781453,27.849178"
四川·阿坝藏族羌族自治州·理县,毕棚沟,256520090,自然风光,4A景区,热度 0.7,四川省阿坝州理县朴头乡朴头村88号,知名的红叶观赏圣地，成都西北伊甸园,"102.986326,31.406428"
广东·广州·增城,增城白水寨风景名胜区,1210283150,自然风光,4A景区,热度 0.72,广东省广州市增城市派潭镇白水寨风景名胜区,北回归线上的瑰丽翡翠,"113.770364,23.586481"
河北·保定·涞源县,白石山世界地质公园,2702357307,自然风光,5A景区,热度 0.74,河北省保定市涞源县城南15公里处白石山景区,壮观悬空玻璃道，抗日少年英雄山,"114.689055,39.236145"
江苏·常州·天目湖旅游度假区,天目湖南山竹海景区,2270260929,自然风光,5A景区,热度 0.8800000000000001,江苏省常州溧阳市横涧镇李家园下场园10号,万亩竹海让你返璞归真,"119.539659,31.181493"
江苏·无锡·灵山胜境,灵山大佛,1359778064,自然风光,5A景区,热度 1.0,江苏省无锡市滨湖区灵山路1号,观释迦牟尼佛青铜立像，赏佛教胜景,"120.102895,31.436399"
四川·绵阳·江油市,窦团山,2145319142,自然风光,4A景区,热度 0.8400000000000001,四川省绵阳市江油市武都镇团山村,文人墨客隐居“修仙”之处,"104.818274,31.914937"
青海·海西蒙古族藏族自治州·乌兰县,茶卡盐湖,3879564186,自然风光,4A景区,热度 0.8400000000000001,青海省海西州鸟兰县茶卡镇盐湖路,"天然结晶盐，晶大质纯,盐味醇香","99.155005,36.666619"
重庆·重庆·武隆天坑地缝国家地质公园,武隆天生三桥风景区,2530709380,自然风光,5A景区,热度 0.72,重庆市武隆县龙桥街巷口镇芙蓉路88号,变形金刚大战黄金甲,"107.811189,29.435993"
贵州·遵义·赤水游客中心,赤水丹霞旅游区·大瀑布,1670198457,自然风光,4A景区,热度 0.74,贵州省遵义市赤水市两河口乡,瀑水声如雷鸣，数百米内水雾弥漫,"105.752971,28.381778"
四川·雅安·雨城区,碧峰峡,3243157188,自然风光,4A景区,热度 0.9,四川省雅安市雨城区下里乡碧峰镇,听浪漫传说，呼吸大自然新鲜空气,"102.997037,30.078428"
福建·宁德·福鼎市,太姥山,679140276,自然风光,5A景区,热度 1.0,福建省宁德福鼎市太姥山,太姥山，中国海边最美的山,"120.199549,27.107995"
新疆·克拉玛依·克拉玛依区,乌尔禾魔鬼城,1152700456,自然风光,4A景区,热度 1.0,新疆克拉玛依市东北部乌尔禾区境内,具有丰富的科学内涵和极高的观赏价值,"85.743286,46.142001"
浙江·杭州·西湖区,西湖,4125579163,自然风光,5A景区,热度 1.0,浙江省杭州市西湖区龙井路1号,在这里邂逅你的白娘子吧,"120.153384,30.236492"
云南·丽江·宁蒗县,泸沽湖,3806910635,自然风光,4A景区,热度 0.9199999999999999,云南丽江市宁蒗彝族自治县东北部永宁乡,翠绿如画，身临其境，水天一色，清澈如镜,"100.799558,27.668458"
福建·南平·武夷山市,武夷山,4137698306,自然风光,5A景区,热度 1.0,福建省南平市武夷山国家旅游度假区,满园秋色尽在武夷风光,"117.992764,27.631146"
辽宁·本溪·本溪县,关门山国家森林公园,3680692902,自然风光,4A景区,热度 0.86,辽宁省本溪市本溪县山城子镇本溪水洞南13公里,断落处溅起朵朵水花，泻入青潭,"124.155593,41.14521"
